"cod_cliente","cod_agencia","saldo_total","nome","cidade","tipo_agencia"
15,7,2647.5974,Agência Digital,São Paulo,Digital
16,7,2065.3823,Agência Digital,São Paulo,Digital
16,7,2065.3823,Agência Digital,São Paulo,Digital
17,7,326.407,Agência Digital,São Paulo,Digital
17,7,326.407,Agência Digital,São Paulo,Digital
22,7,161.3195,Agência Digital,São Paulo,Digital
22,7,161.3195,Agência Digital,São Paulo,Digital
31,7,21553.244,Agência Digital,São Paulo,Digital
31,7,21553.244,Agência Digital,São Paulo,Digital
52,7,22026.195,Agência Digital,São Paulo,Digital
52,7,22026.195,Agência Digital,São Paulo,Digital
59,7,796.5504,Agência Digital,São Paulo,Digital
59,7,796.5504,Agência Digital,São Paulo,Digital
61,7,361.8582,Agência Digital,São Paulo,Digital
61,7,361.8582,Agência Digital,São Paulo,Digital
74,7,125.9704,Agência Digital,São Paulo,Digital
74,7,125.9704,Agência Digital,São Paulo,Digital
84,7,36568.16,Agência Digital,São Paulo,Digital
84,7,36568.16,Agência Digital,São Paulo,Digital
92,7,4.7424,Agência Digital,São Paulo,Digital
92,7,4.7424,Agência Digital,São Paulo,Digital
112,7,43416.758,Agência Digital,São Paulo,Digital
112,7,43416.758,Agência Digital,São Paulo,Digital
114,7,3760.196,Agência Digital,São Paulo,Digital
114,7,3760.196,Agência Digital,São Paulo,Digital
131,7,36.7983,Agência Digital,São Paulo,Digital
131,7,36.7983,Agência Digital,São Paulo,Digital
160,7,723.9304,Agência Digital,São Paulo,Digital
160,7,723.9304,Agência Digital,São Paulo,Digital
210,7,97.4556,Agência Digital,São Paulo,Digital
210,7,97.4556,Agência Digital,São Paulo,Digital
220,7,400725.03,Agência Digital,São Paulo,Digital
220,7,400725.03,Agência Digital,São Paulo,Digital
227,7,9071.867,Agência Digital,São Paulo,Digital
227,7,9071.867,Agência Digital,São Paulo,Digital
239,7,20825.137,Agência Digital,São Paulo,Digital
239,7,20825.137,Agência Digital,São Paulo,Digital
241,7,7555.259,Agência Digital,São Paulo,Digital
241,7,7555.259,Agência Digital,São Paulo,Digital
265,7,36319.332,Agência Digital,São Paulo,Digital
265,7,36319.332,Agência Digital,São Paulo,Digital
266,7,25309.07,Agência Digital,São Paulo,Digital
266,7,25309.07,Agência Digital,São Paulo,Digital
270,7,22222.92,Agência Digital,São Paulo,Digital
270,7,22222.92,Agência Digital,São Paulo,Digital
285,7,13532.301,Agência Digital,São Paulo,Digital
285,7,13532.301,Agência Digital,São Paulo,Digital
295,7,11694.355,Agência Digital,São Paulo,Digital
295,7,11694.355,Agência Digital,São Paulo,Digital
299,7,47.7378,Agência Digital,São Paulo,Digital
299,7,47.7378,Agência Digital,São Paulo,Digital
300,7,368.9928,Agência Digital,São Paulo,Digital
300,7,368.9928,Agência Digital,São Paulo,Digital
339,7,24710.686,Agência Digital,São Paulo,Digital
339,7,24710.686,Agência Digital,São Paulo,Digital
351,7,404.9522,Agência Digital,São Paulo,Digital
351,7,404.9522,Agência Digital,São Paulo,Digital
353,7,10744.796,Agência Digital,São Paulo,Digital
353,7,10744.796,Agência Digital,São Paulo,Digital
354,7,26258.023,Agência Digital,São Paulo,Digital
354,7,26258.023,Agência Digital,São Paulo,Digital
358,7,38618.04,Agência Digital,São Paulo,Digital
358,7,38618.04,Agência Digital,São Paulo,Digital
362,7,53389.32,Agência Digital,São Paulo,Digital
362,7,53389.32,Agência Digital,São Paulo,Digital
393,7,14967.477,Agência Digital,São Paulo,Digital
393,7,14967.477,Agência Digital,São Paulo,Digital
394,7,25574.68,Agência Digital,São Paulo,Digital
394,7,25574.68,Agência Digital,São Paulo,Digital
399,7,30431.924,Agência Digital,São Paulo,Digital
399,7,30431.924,Agência Digital,São Paulo,Digital
402,7,57385.86,Agência Digital,São Paulo,Digital
402,7,57385.86,Agência Digital,São Paulo,Digital
424,7,96353.49,Agência Digital,São Paulo,Digital
424,7,96353.49,Agência Digital,São Paulo,Digital
434,7,324.064,Agência Digital,São Paulo,Digital
434,7,324.064,Agência Digital,São Paulo,Digital
442,7,22957.824,Agência Digital,São Paulo,Digital
442,7,22957.824,Agência Digital,São Paulo,Digital
446,7,4383.795,Agência Digital,São Paulo,Digital
446,7,4383.795,Agência Digital,São Paulo,Digital
492,7,262.4603,Agência Digital,São Paulo,Digital
492,7,262.4603,Agência Digital,São Paulo,Digital
499,7,135452.03,Agência Digital,São Paulo,Digital
499,7,135452.03,Agência Digital,São Paulo,Digital
531,7,922.636,Agência Digital,São Paulo,Digital
531,7,922.636,Agência Digital,São Paulo,Digital
544,7,83742.51,Agência Digital,São Paulo,Digital
544,7,83742.51,Agência Digital,São Paulo,Digital
553,7,27282.17,Agência Digital,São Paulo,Digital
553,7,27282.17,Agência Digital,São Paulo,Digital
586,7,85580.49,Agência Digital,São Paulo,Digital
586,7,85580.49,Agência Digital,São Paulo,Digital
587,7,45734.277,Agência Digital,São Paulo,Digital
587,7,45734.277,Agência Digital,São Paulo,Digital
596,7,766.0956,Agência Digital,São Paulo,Digital
596,7,766.0956,Agência Digital,São Paulo,Digital
601,7,55381.31,Agência Digital,São Paulo,Digital
601,7,55381.31,Agência Digital,São Paulo,Digital
626,7,27364.748,Agência Digital,São Paulo,Digital
626,7,27364.748,Agência Digital,São Paulo,Digital
634,7,48.6288,Agência Digital,São Paulo,Digital
634,7,48.6288,Agência Digital,São Paulo,Digital
662,7,25648.756,Agência Digital,São Paulo,Digital
662,7,25648.756,Agência Digital,São Paulo,Digital
678,7,9935.51,Agência Digital,São Paulo,Digital
678,7,9935.51,Agência Digital,São Paulo,Digital
679,7,8394.092,Agência Digital,São Paulo,Digital
679,7,8394.092,Agência Digital,São Paulo,Digital
704,7,16362.497,Agência Digital,São Paulo,Digital
704,7,16362.497,Agência Digital,São Paulo,Digital
712,7,34828.1,Agência Digital,São Paulo,Digital
712,7,34828.1,Agência Digital,São Paulo,Digital
718,7,44328.156,Agência Digital,São Paulo,Digital
718,7,44328.156,Agência Digital,São Paulo,Digital
730,7,29.1492,Agência Digital,São Paulo,Digital
730,7,29.1492,Agência Digital,São Paulo,Digital
773,7,4140.3076,Agência Digital,São Paulo,Digital
773,7,4140.3076,Agência Digital,São Paulo,Digital
789,7,1840.6232,Agência Digital,São Paulo,Digital
789,7,1840.6232,Agência Digital,São Paulo,Digital
829,7,256.759,Agência Digital,São Paulo,Digital
829,7,256.759,Agência Digital,São Paulo,Digital
842,7,1193.6989,Agência Digital,São Paulo,Digital
842,7,1193.6989,Agência Digital,São Paulo,Digital
868,7,443.1084,Agência Digital,São Paulo,Digital
868,7,443.1084,Agência Digital,São Paulo,Digital
887,7,17067.479,Agência Digital,São Paulo,Digital
887,7,17067.479,Agência Digital,São Paulo,Digital
900,7,375.72,Agência Digital,São Paulo,Digital
900,7,375.72,Agência Digital,São Paulo,Digital
952,7,1104.786,Agência Digital,São Paulo,Digital
952,7,1104.786,Agência Digital,São Paulo,Digital
977,7,1129.524,Agência Digital,São Paulo,Digital
977,7,1129.524,Agência Digital,São Paulo,Digital
983,7,1415.9163,Agência Digital,São Paulo,Digital
983,7,1415.9163,Agência Digital,São Paulo,Digital
28,7,52654.36,Agência Digital,São Paulo,Digital
28,7,52654.36,Agência Digital,São Paulo,Digital
65,7,255.2562,Agência Digital,São Paulo,Digital
65,7,255.2562,Agência Digital,São Paulo,Digital
67,7,3343.621,Agência Digital,São Paulo,Digital
67,7,3343.621,Agência Digital,São Paulo,Digital
78,7,5572.9067,Agência Digital,São Paulo,Digital
78,7,5572.9067,Agência Digital,São Paulo,Digital
81,7,4317.8203,Agência Digital,São Paulo,Digital
81,7,4317.8203,Agência Digital,São Paulo,Digital
83,7,16.1196,Agência Digital,São Paulo,Digital
83,7,16.1196,Agência Digital,São Paulo,Digital
86,7,140.705,Agência Digital,São Paulo,Digital
86,7,140.705,Agência Digital,São Paulo,Digital
113,7,647.6868,Agência Digital,São Paulo,Digital
113,7,647.6868,Agência Digital,São Paulo,Digital
118,7,265.8834,Agência Digital,São Paulo,Digital
118,7,265.8834,Agência Digital,São Paulo,Digital
144,7,347.137,Agência Digital,São Paulo,Digital
144,7,347.137,Agência Digital,São Paulo,Digital
183,7,1028.98,Agência Digital,São Paulo,Digital
183,7,1028.98,Agência Digital,São Paulo,Digital
224,7,91.8216,Agência Digital,São Paulo,Digital
224,7,91.8216,Agência Digital,São Paulo,Digital
245,7,27657.719,Agência Digital,São Paulo,Digital
245,7,27657.719,Agência Digital,São Paulo,Digital
246,7,73563.28,Agência Digital,São Paulo,Digital
246,7,73563.28,Agência Digital,São Paulo,Digital
264,7,1065.24,Agência Digital,São Paulo,Digital
264,7,1065.24,Agência Digital,São Paulo,Digital
274,7,105741.37,Agência Digital,São Paulo,Digital
274,7,105741.37,Agência Digital,São Paulo,Digital
276,7,10241.662,Agência Digital,São Paulo,Digital
276,7,10241.662,Agência Digital,São Paulo,Digital
283,7,12870.35,Agência Digital,São Paulo,Digital
283,7,12870.35,Agência Digital,São Paulo,Digital
301,7,23199.27,Agência Digital,São Paulo,Digital
301,7,23199.27,Agência Digital,São Paulo,Digital
310,7,6616.2305,Agência Digital,São Paulo,Digital
310,7,6616.2305,Agência Digital,São Paulo,Digital
317,7,5980.913,Agência Digital,São Paulo,Digital
317,7,5980.913,Agência Digital,São Paulo,Digital
342,7,33695.246,Agência Digital,São Paulo,Digital
342,7,33695.246,Agência Digital,São Paulo,Digital
360,7,22218.494,Agência Digital,São Paulo,Digital
360,7,22218.494,Agência Digital,São Paulo,Digital
385,7,12044.817,Agência Digital,São Paulo,Digital
385,7,12044.817,Agência Digital,São Paulo,Digital
411,7,165559.72,Agência Digital,São Paulo,Digital
411,7,165559.72,Agência Digital,São Paulo,Digital
414,7,6141.7656,Agência Digital,São Paulo,Digital
414,7,6141.7656,Agência Digital,São Paulo,Digital
417,7,11095.683,Agência Digital,São Paulo,Digital
417,7,11095.683,Agência Digital,São Paulo,Digital
421,7,466.6167,Agência Digital,São Paulo,Digital
421,7,466.6167,Agência Digital,São Paulo,Digital
433,7,815.3023,Agência Digital,São Paulo,Digital
433,7,815.3023,Agência Digital,São Paulo,Digital
437,7,742.2129,Agência Digital,São Paulo,Digital
437,7,742.2129,Agência Digital,São Paulo,Digital
457,7,3056.27,Agência Digital,São Paulo,Digital
457,7,3056.27,Agência Digital,São Paulo,Digital
464,7,11680.431,Agência Digital,São Paulo,Digital
464,7,11680.431,Agência Digital,São Paulo,Digital
477,7,1851.4464,Agência Digital,São Paulo,Digital
477,7,1851.4464,Agência Digital,São Paulo,Digital
491,7,34816.11,Agência Digital,São Paulo,Digital
491,7,34816.11,Agência Digital,São Paulo,Digital
498,7,5685.1465,Agência Digital,São Paulo,Digital
498,7,5685.1465,Agência Digital,São Paulo,Digital
506,7,11257.517,Agência Digital,São Paulo,Digital
506,7,11257.517,Agência Digital,São Paulo,Digital
521,7,248.5494,Agência Digital,São Paulo,Digital
521,7,248.5494,Agência Digital,São Paulo,Digital
527,7,151338.39,Agência Digital,São Paulo,Digital
527,7,151338.39,Agência Digital,São Paulo,Digital
529,7,31630.654,Agência Digital,São Paulo,Digital
529,7,31630.654,Agência Digital,São Paulo,Digital
530,7,11555.847,Agência Digital,São Paulo,Digital
530,7,11555.847,Agência Digital,São Paulo,Digital
550,7,102824.59,Agência Digital,São Paulo,Digital
550,7,102824.59,Agência Digital,São Paulo,Digital
552,7,31.2914,Agência Digital,São Paulo,Digital
552,7,31.2914,Agência Digital,São Paulo,Digital
573,7,830.56,Agência Digital,São Paulo,Digital
573,7,830.56,Agência Digital,São Paulo,Digital
579,7,7337.751,Agência Digital,São Paulo,Digital
579,7,7337.751,Agência Digital,São Paulo,Digital
581,7,8627.612,Agência Digital,São Paulo,Digital
581,7,8627.612,Agência Digital,São Paulo,Digital
588,7,6797.461,Agência Digital,São Paulo,Digital
588,7,6797.461,Agência Digital,São Paulo,Digital
622,7,2143.14,Agência Digital,São Paulo,Digital
622,7,2143.14,Agência Digital,São Paulo,Digital
628,7,85151.42,Agência Digital,São Paulo,Digital
628,7,85151.42,Agência Digital,São Paulo,Digital
636,7,7746.5645,Agência Digital,São Paulo,Digital
636,7,7746.5645,Agência Digital,São Paulo,Digital
637,7,3806.2207,Agência Digital,São Paulo,Digital
637,7,3806.2207,Agência Digital,São Paulo,Digital
646,7,45815.84,Agência Digital,São Paulo,Digital
646,7,45815.84,Agência Digital,São Paulo,Digital
649,7,21961.584,Agência Digital,São Paulo,Digital
649,7,21961.584,Agência Digital,São Paulo,Digital
650,7,7.0406,Agência Digital,São Paulo,Digital
650,7,7.0406,Agência Digital,São Paulo,Digital
674,7,235.9671,Agência Digital,São Paulo,Digital
674,7,235.9671,Agência Digital,São Paulo,Digital
680,7,55.689,Agência Digital,São Paulo,Digital
680,7,55.689,Agência Digital,São Paulo,Digital
681,7,160415.0,Agência Digital,São Paulo,Digital
681,7,160415.0,Agência Digital,São Paulo,Digital
690,7,27760.701,Agência Digital,São Paulo,Digital
690,7,27760.701,Agência Digital,São Paulo,Digital
691,7,107912.57,Agência Digital,São Paulo,Digital
691,7,107912.57,Agência Digital,São Paulo,Digital
716,7,427.158,Agência Digital,São Paulo,Digital
716,7,427.158,Agência Digital,São Paulo,Digital
728,7,19557.773,Agência Digital,São Paulo,Digital
728,7,19557.773,Agência Digital,São Paulo,Digital
737,7,901.5984,Agência Digital,São Paulo,Digital
737,7,901.5984,Agência Digital,São Paulo,Digital
761,7,9.265,Agência Digital,São Paulo,Digital
761,7,9.265,Agência Digital,São Paulo,Digital
771,7,92428.74,Agência Digital,São Paulo,Digital
771,7,92428.74,Agência Digital,São Paulo,Digital
782,7,35279.734,Agência Digital,São Paulo,Digital
782,7,35279.734,Agência Digital,São Paulo,Digital
783,7,41501.582,Agência Digital,São Paulo,Digital
783,7,41501.582,Agência Digital,São Paulo,Digital
794,7,996.4074,Agência Digital,São Paulo,Digital
794,7,996.4074,Agência Digital,São Paulo,Digital
807,7,50704.86,Agência Digital,São Paulo,Digital
807,7,50704.86,Agência Digital,São Paulo,Digital
836,7,419.5917,Agência Digital,São Paulo,Digital
836,7,419.5917,Agência Digital,São Paulo,Digital
849,7,5047.48,Agência Digital,São Paulo,Digital
849,7,5047.48,Agência Digital,São Paulo,Digital
864,7,12665.79,Agência Digital,São Paulo,Digital
864,7,12665.79,Agência Digital,São Paulo,Digital
902,7,1374.9803,Agência Digital,São Paulo,Digital
902,7,1374.9803,Agência Digital,São Paulo,Digital
912,7,23870.488,Agência Digital,São Paulo,Digital
912,7,23870.488,Agência Digital,São Paulo,Digital
941,7,272.636,Agência Digital,São Paulo,Digital
941,7,272.636,Agência Digital,São Paulo,Digital
946,7,379.392,Agência Digital,São Paulo,Digital
946,7,379.392,Agência Digital,São Paulo,Digital
968,7,170.8248,Agência Digital,São Paulo,Digital
968,7,170.8248,Agência Digital,São Paulo,Digital
971,7,18364.652,Agência Digital,São Paulo,Digital
971,7,18364.652,Agência Digital,São Paulo,Digital
979,7,33568.805,Agência Digital,São Paulo,Digital
979,7,33568.805,Agência Digital,São Paulo,Digital
981,7,824.66,Agência Digital,São Paulo,Digital
981,7,824.66,Agência Digital,São Paulo,Digital
982,7,92.5728,Agência Digital,São Paulo,Digital
982,7,92.5728,Agência Digital,São Paulo,Digital
984,7,9173.724,Agência Digital,São Paulo,Digital
984,7,9173.724,Agência Digital,São Paulo,Digital
991,7,14.0812,Agência Digital,São Paulo,Digital
991,7,14.0812,Agência Digital,São Paulo,Digital
995,7,872.1574,Agência Digital,São Paulo,Digital
995,7,872.1574,Agência Digital,São Paulo,Digital
996,7,37556.418,Agência Digital,São Paulo,Digital
996,7,37556.418,Agência Digital,São Paulo,Digital
997,7,88.69,Agência Digital,São Paulo,Digital
997,7,88.69,Agência Digital,São Paulo,Digital
8,7,1238.663,Agência Digital,São Paulo,Digital
8,7,1238.663,Agência Digital,São Paulo,Digital
18,7,226548.62,Agência Digital,São Paulo,Digital
18,7,226548.62,Agência Digital,São Paulo,Digital
54,7,30239.916,Agência Digital,São Paulo,Digital
54,7,30239.916,Agência Digital,São Paulo,Digital
77,7,415.6119,Agência Digital,São Paulo,Digital
77,7,415.6119,Agência Digital,São Paulo,Digital
87,7,35777.785,Agência Digital,São Paulo,Digital
87,7,35777.785,Agência Digital,São Paulo,Digital
97,7,46143.094,Agência Digital,São Paulo,Digital
97,7,46143.094,Agência Digital,São Paulo,Digital
105,7,34360.527,Agência Digital,São Paulo,Digital
105,7,34360.527,Agência Digital,São Paulo,Digital
124,7,2933.2446,Agência Digital,São Paulo,Digital
124,7,2933.2446,Agência Digital,São Paulo,Digital
130,7,487.23,Agência Digital,São Paulo,Digital
130,7,487.23,Agência Digital,São Paulo,Digital
139,7,437.8095,Agência Digital,São Paulo,Digital
139,7,437.8095,Agência Digital,São Paulo,Digital
143,7,2958.6,Agência Digital,São Paulo,Digital
143,7,2958.6,Agência Digital,São Paulo,Digital
149,7,21311.996,Agência Digital,São Paulo,Digital
149,7,21311.996,Agência Digital,São Paulo,Digital
178,7,24518.924,Agência Digital,São Paulo,Digital
178,7,24518.924,Agência Digital,São Paulo,Digital
197,7,198787.4,Agência Digital,São Paulo,Digital
197,7,198787.4,Agência Digital,São Paulo,Digital
202,7,19693.783,Agência Digital,São Paulo,Digital
202,7,19693.783,Agência Digital,São Paulo,Digital
216,7,75578.5,Agência Digital,São Paulo,Digital
216,7,75578.5,Agência Digital,São Paulo,Digital
226,7,30179.975,Agência Digital,São Paulo,Digital
226,7,30179.975,Agência Digital,São Paulo,Digital
228,7,78851.94,Agência Digital,São Paulo,Digital
228,7,78851.94,Agência Digital,São Paulo,Digital
271,7,72928.57,Agência Digital,São Paulo,Digital
271,7,72928.57,Agência Digital,São Paulo,Digital
297,7,925.8808,Agência Digital,São Paulo,Digital
297,7,925.8808,Agência Digital,São Paulo,Digital
307,7,95.0724,Agência Digital,São Paulo,Digital
307,7,95.0724,Agência Digital,São Paulo,Digital
319,7,62237.18,Agência Digital,São Paulo,Digital
319,7,62237.18,Agência Digital,São Paulo,Digital
341,7,9032.98,Agência Digital,São Paulo,Digital
341,7,9032.98,Agência Digital,São Paulo,Digital
352,7,25597.94,Agência Digital,São Paulo,Digital
352,7,25597.94,Agência Digital,São Paulo,Digital
380,7,28308.879,Agência Digital,São Paulo,Digital
380,7,28308.879,Agência Digital,São Paulo,Digital
389,7,101.1483,Agência Digital,São Paulo,Digital
389,7,101.1483,Agência Digital,São Paulo,Digital
398,7,87.636,Agência Digital,São Paulo,Digital
398,7,87.636,Agência Digital,São Paulo,Digital
418,7,26645.94,Agência Digital,São Paulo,Digital
418,7,26645.94,Agência Digital,São Paulo,Digital
422,7,188.4283,Agência Digital,São Paulo,Digital
422,7,188.4283,Agência Digital,São Paulo,Digital
438,7,11894.958,Agência Digital,São Paulo,Digital
438,7,11894.958,Agência Digital,São Paulo,Digital
459,7,124.79,Agência Digital,São Paulo,Digital
459,7,124.79,Agência Digital,São Paulo,Digital
479,7,328.5682,Agência Digital,São Paulo,Digital
479,7,328.5682,Agência Digital,São Paulo,Digital
487,7,32798.234,Agência Digital,São Paulo,Digital
487,7,32798.234,Agência Digital,São Paulo,Digital
490,7,3991.06,Agência Digital,São Paulo,Digital
490,7,3991.06,Agência Digital,São Paulo,Digital
500,7,11679.79,Agência Digital,São Paulo,Digital
500,7,11679.79,Agência Digital,São Paulo,Digital
537,7,6522.8413,Agência Digital,São Paulo,Digital
537,7,6522.8413,Agência Digital,São Paulo,Digital
543,7,4106.5596,Agência Digital,São Paulo,Digital
543,7,4106.5596,Agência Digital,São Paulo,Digital
549,7,1106.7705,Agência Digital,São Paulo,Digital
549,7,1106.7705,Agência Digital,São Paulo,Digital
554,7,20.3056,Agência Digital,São Paulo,Digital
554,7,20.3056,Agência Digital,São Paulo,Digital
577,7,17829.867,Agência Digital,São Paulo,Digital
577,7,17829.867,Agência Digital,São Paulo,Digital
606,7,1239.81,Agência Digital,São Paulo,Digital
606,7,1239.81,Agência Digital,São Paulo,Digital
625,7,10787.117,Agência Digital,São Paulo,Digital
625,7,10787.117,Agência Digital,São Paulo,Digital
647,7,143.43,Agência Digital,São Paulo,Digital
647,7,143.43,Agência Digital,São Paulo,Digital
685,7,56057.105,Agência Digital,São Paulo,Digital
685,7,56057.105,Agência Digital,São Paulo,Digital
687,7,44954.05,Agência Digital,São Paulo,Digital
687,7,44954.05,Agência Digital,São Paulo,Digital
698,7,52949.883,Agência Digital,São Paulo,Digital
698,7,52949.883,Agência Digital,São Paulo,Digital
710,7,3706.8254,Agência Digital,São Paulo,Digital
710,7,3706.8254,Agência Digital,São Paulo,Digital
732,7,26142.373,Agência Digital,São Paulo,Digital
732,7,26142.373,Agência Digital,São Paulo,Digital
755,7,48347.008,Agência Digital,São Paulo,Digital
755,7,48347.008,Agência Digital,São Paulo,Digital
756,7,11326.051,Agência Digital,São Paulo,Digital
756,7,11326.051,Agência Digital,São Paulo,Digital
769,7,3666.872,Agência Digital,São Paulo,Digital
769,7,3666.872,Agência Digital,São Paulo,Digital
787,7,109334.01,Agência Digital,São Paulo,Digital
787,7,109334.01,Agência Digital,São Paulo,Digital
796,7,5281.9224,Agência Digital,São Paulo,Digital
796,7,5281.9224,Agência Digital,São Paulo,Digital
802,7,32374.373,Agência Digital,São Paulo,Digital
802,7,32374.373,Agência Digital,São Paulo,Digital
824,7,18454.705,Agência Digital,São Paulo,Digital
824,7,18454.705,Agência Digital,São Paulo,Digital
839,7,14016.338,Agência Digital,São Paulo,Digital
839,7,14016.338,Agência Digital,São Paulo,Digital
855,7,48777.11,Agência Digital,São Paulo,Digital
855,7,48777.11,Agência Digital,São Paulo,Digital
880,7,20335.094,Agência Digital,São Paulo,Digital
880,7,20335.094,Agência Digital,São Paulo,Digital
883,7,29382.133,Agência Digital,São Paulo,Digital
883,7,29382.133,Agência Digital,São Paulo,Digital
937,7,1659.4315,Agência Digital,São Paulo,Digital
937,7,1659.4315,Agência Digital,São Paulo,Digital
967,7,62645.777,Agência Digital,São Paulo,Digital
967,7,62645.777,Agência Digital,São Paulo,Digital
37,7,352.04,Agência Digital,São Paulo,Digital
37,7,352.04,Agência Digital,São Paulo,Digital
47,7,37349.645,Agência Digital,São Paulo,Digital
47,7,37349.645,Agência Digital,São Paulo,Digital
82,7,2813.932,Agência Digital,São Paulo,Digital
82,7,2813.932,Agência Digital,São Paulo,Digital
89,7,69758.36,Agência Digital,São Paulo,Digital
89,7,69758.36,Agência Digital,São Paulo,Digital
103,7,38172.348,Agência Digital,São Paulo,Digital
103,7,38172.348,Agência Digital,São Paulo,Digital
126,7,57292.047,Agência Digital,São Paulo,Digital
126,7,57292.047,Agência Digital,São Paulo,Digital
142,7,229.99,Agência Digital,São Paulo,Digital
142,7,229.99,Agência Digital,São Paulo,Digital
165,7,9170.933,Agência Digital,São Paulo,Digital
165,7,9170.933,Agência Digital,São Paulo,Digital
167,7,132218.81,Agência Digital,São Paulo,Digital
167,7,132218.81,Agência Digital,São Paulo,Digital
213,7,60366.02,Agência Digital,São Paulo,Digital
213,7,60366.02,Agência Digital,São Paulo,Digital
225,7,419923.2,Agência Digital,São Paulo,Digital
225,7,419923.2,Agência Digital,São Paulo,Digital
240,7,6642.558,Agência Digital,São Paulo,Digital
240,7,6642.558,Agência Digital,São Paulo,Digital
261,7,40119.08,Agência Digital,São Paulo,Digital
261,7,40119.08,Agência Digital,São Paulo,Digital
263,7,14228.492,Agência Digital,São Paulo,Digital
263,7,14228.492,Agência Digital,São Paulo,Digital
267,7,15860.197,Agência Digital,São Paulo,Digital
267,7,15860.197,Agência Digital,São Paulo,Digital
289,7,392.8112,Agência Digital,São Paulo,Digital
289,7,392.8112,Agência Digital,São Paulo,Digital
292,7,134384.27,Agência Digital,São Paulo,Digital
292,7,134384.27,Agência Digital,São Paulo,Digital
294,7,52858.188,Agência Digital,São Paulo,Digital
294,7,52858.188,Agência Digital,São Paulo,Digital
302,7,47083.895,Agência Digital,São Paulo,Digital
302,7,47083.895,Agência Digital,São Paulo,Digital
303,7,59.4792,Agência Digital,São Paulo,Digital
303,7,59.4792,Agência Digital,São Paulo,Digital
315,7,15067.777,Agência Digital,São Paulo,Digital
315,7,15067.777,Agência Digital,São Paulo,Digital
329,7,22775.06,Agência Digital,São Paulo,Digital
329,7,22775.06,Agência Digital,São Paulo,Digital
379,7,1110.2642,Agência Digital,São Paulo,Digital
379,7,1110.2642,Agência Digital,São Paulo,Digital
412,7,299.2528,Agência Digital,São Paulo,Digital
412,7,299.2528,Agência Digital,São Paulo,Digital
423,7,7737.6025,Agência Digital,São Paulo,Digital
423,7,7737.6025,Agência Digital,São Paulo,Digital
441,7,23947.123,Agência Digital,São Paulo,Digital
441,7,23947.123,Agência Digital,São Paulo,Digital
454,7,1612.0416,Agência Digital,São Paulo,Digital
454,7,1612.0416,Agência Digital,São Paulo,Digital
461,7,472.8834,Agência Digital,São Paulo,Digital
461,7,472.8834,Agência Digital,São Paulo,Digital
482,7,67872.97,Agência Digital,São Paulo,Digital
482,7,67872.97,Agência Digital,São Paulo,Digital
538,7,2676.2988,Agência Digital,São Paulo,Digital
538,7,2676.2988,Agência Digital,São Paulo,Digital
542,7,275.73,Agência Digital,São Paulo,Digital
542,7,275.73,Agência Digital,São Paulo,Digital
546,7,134.739,Agência Digital,São Paulo,Digital
546,7,134.739,Agência Digital,São Paulo,Digital
551,7,30963.523,Agência Digital,São Paulo,Digital
551,7,30963.523,Agência Digital,São Paulo,Digital
558,7,359.56,Agência Digital,São Paulo,Digital
558,7,359.56,Agência Digital,São Paulo,Digital
565,7,4723.7935,Agência Digital,São Paulo,Digital
565,7,4723.7935,Agência Digital,São Paulo,Digital
570,7,1634.644,Agência Digital,São Paulo,Digital
570,7,1634.644,Agência Digital,São Paulo,Digital
595,7,244085.12,Agência Digital,São Paulo,Digital
595,7,244085.12,Agência Digital,São Paulo,Digital
657,7,76149.84,Agência Digital,São Paulo,Digital
657,7,76149.84,Agência Digital,São Paulo,Digital
673,7,92837.586,Agência Digital,São Paulo,Digital
673,7,92837.586,Agência Digital,São Paulo,Digital
686,7,9942.368,Agência Digital,São Paulo,Digital
686,7,9942.368,Agência Digital,São Paulo,Digital
702,7,26386.727,Agência Digital,São Paulo,Digital
702,7,26386.727,Agência Digital,São Paulo,Digital
709,7,111450.85,Agência Digital,São Paulo,Digital
709,7,111450.85,Agência Digital,São Paulo,Digital
722,7,13669.027,Agência Digital,São Paulo,Digital
722,7,13669.027,Agência Digital,São Paulo,Digital
738,7,17755.959,Agência Digital,São Paulo,Digital
738,7,17755.959,Agência Digital,São Paulo,Digital
746,7,6437.875,Agência Digital,São Paulo,Digital
746,7,6437.875,Agência Digital,São Paulo,Digital
754,7,1251.1584,Agência Digital,São Paulo,Digital
754,7,1251.1584,Agência Digital,São Paulo,Digital
757,7,7591.24,Agência Digital,São Paulo,Digital
757,7,7591.24,Agência Digital,São Paulo,Digital
792,7,40346.727,Agência Digital,São Paulo,Digital
792,7,40346.727,Agência Digital,São Paulo,Digital
818,7,40853.203,Agência Digital,São Paulo,Digital
818,7,40853.203,Agência Digital,São Paulo,Digital
851,7,182.1792,Agência Digital,São Paulo,Digital
851,7,182.1792,Agência Digital,São Paulo,Digital
857,7,1985.6649,Agência Digital,São Paulo,Digital
857,7,1985.6649,Agência Digital,São Paulo,Digital
865,7,11394.444,Agência Digital,São Paulo,Digital
865,7,11394.444,Agência Digital,São Paulo,Digital
873,7,179.7712,Agência Digital,São Paulo,Digital
873,7,179.7712,Agência Digital,São Paulo,Digital
874,7,187.6128,Agência Digital,São Paulo,Digital
874,7,187.6128,Agência Digital,São Paulo,Digital
917,7,2074.1213,Agência Digital,São Paulo,Digital
